Timestamp,Electricity_Consumed,Temperature,Humidity,Wind_Speed,Avg_Past_Consumption,Anomaly_Label
01/01/2024 0:00,0.457785692,0.469524457,0.396368359,0.4454406,0.692057211,Normal
01/01/2024 0:30,0.35195595,0.465544775,0.451184413,0.458729286,0.539873736,Normal
01/01/2024 1:00,0.48294809,0.28541499,0.40828897,0.470360413,0.614723961,Normal
01/01/2024 1:30,0.628838309,0.482095087,0.512308397,0.576241387,0.757044352,Normal
01/01/2024 2:00,0.335974438,0.624740948,0.672020668,0.373003791,0.673980949,Normal
01/01/2024 2:30,0.335977174,0.355389381,0.382767423,0.361111263,0.618606659,Normal
01/01/2024 3:00,0.638202136,0.667102279,0.643163539,0.611003511,0.703225129,Normal
01/01/2024 3:30,0.502905788,0.591854183,0.381205232,0.407143788,0.718049846,Normal
01/01/2024 4:00,0.296754269,0.427858283,0.371512346,0.311121415,0.663703186,Normal
01/01/2024 4:30,0.465426674,0.507400285,0.616383297,0.404446252,0.668736139,Normal
01/01/2024 5:00,0.297763718,0.740891777,0.631570587,0.42305077,0.622713727,Normal
01/01/2024 5:30,0.297378374,0.624837403,0.621205895,0.649194925,0.607017185,Normal
01/01/2024 6:00,0.415327045,0.527572625,0.302709214,0.573597832,0.587569334,Normal
01/01/2024 6:30,0.056119959,0.494496272,0.427604171,0.600314344,0.422855206,Normal
01/01/2024 7:00,0.087513695,0.536674929,0.617029043,0.561018733,0.351397753,Normal
01/01/2024 7:30,0.281285412,0.457714164,0.502186226,0.576167271,0.33566837,Normal
01/01/2024 8:00,0.206194813,0.243932311,0.338289335,0.380098202,0.211422815,Normal
01/01/2024 8:30,0.427374555,0.80045814,0.563436389,0.438820816,0.189699989,Normal
01/01/2024 9:00,0.223662654,0.547238762,0.391031805,0.343887459,0.168678798,Normal
01/01/2024 9:30,0.13961605,0.579825989,0.759807755,0.437394875,0.074975475,Abnormal
01/01/2024 10:00,0.619274795,0.518622507,0.723113836,0.544718654,0.167442246,Abnormal
01/01/2024 10:30,0.337370617,0.427739718,0.584860404,0.47879287,0.178944038,Normal
01/01/2024 11:00,0.386254701,0.50144241,0.69609715,0.619984549,0.170582815,Normal
01/01/2024 11:30,0.137541969,0.311751913,0.505603016,0.325712039,0.193999832,Normal
01/01/2024 12:00,0.284269546,0.831983335,0.60857123,0.522660285,0.250586928,Normal
01/01/2024 12:30,0.393487098,0.360719899,0.713249589,0.31288887,0.282856198,Normal
01/01/2024 13:00,0.183167737,0.387901933,0.532160089,0.473945289,0.276233598,Normal
01/01/2024 13:30,0.437616336,0.467310189,0.458578398,0.551464344,0.27917914,Normal
01/01/2024 14:00,0.274893552,0.699256141,0.24556686,0.436913253,0.293913175,Normal
01/01/2024 14:30,0.326384375,0.528340978,0.48386371,0.528765318,0.347627853,Normal
01/01/2024 15:00,0.274715565,0.360501982,0.617092911,0.347508493,0.24853242,Normal
01/01/2024 15:30,0.683713031,0.69472852,0.635053148,0.263055124,0.348140698,Normal
01/01/2024 16:00,0.372750463,0.624495566,0.570203558,0.529473499,0.344256872,Normal
01/01/2024 16:30,0.198714845,0.598652873,0.416530876,0.671874839,0.361850226,Normal
01/01/2024 17:00,0.512090819,0.622446786,0.205563917,0.343152092,0.427371756,Normal
01/01/2024 17:30,0.171526058,0.847721925,0.423303463,0.609272885,0.363535632,Normal
01/01/2024 18:00,0.409810599,0.819637881,0.451354094,0.467856475,0.42871825,Normal
01/01/2024 18:30,0.048388313,0.434235289,0.45009256,0.302404898,0.316776046,Normal
01/01/2024 19:00,0.153635659,0.744322407,0.586985315,0.326900995,0.281902206,Normal
01/01/2024 19:30,0.407810206,0.577815767,0.787899731,0.464540685,0.305320322,Normal
01/01/2024 20:00,0.498077763,0.593373483,0.514235236,0.414123901,0.369559419,Normal
01/01/2024 20:30,0.40356138,0.299287762,0.46422987,0.305137627,0.288987643,Normal
01/01/2024 21:00,0.355725286,0.503527736,0.45798546,0.259414136,0.284091192,Normal
01/01/2024 21:30,0.324816051,0.417311314,0.514360971,0.361066594,0.320357972,Normal
01/01/2024 22:00,0.128579668,0.637520966,0.374353625,0.485898144,0.210059944,Normal
01/01/2024 22:30,0.255025965,0.670134955,0.513745758,0.461879101,0.234074565,Normal
01/01/2024 23:00,0.298226872,0.247993686,0.562333352,0.402513783,0.201983021,Normal
01/01/2024 23:30,0.551187038,0.523436719,0.526897003,0.486867279,0.346588224,Normal
01/02/2024 0:00,0.432269715,0.676949865,0.563322346,0.587418366,0.426723539,Normal
01/02/2024 0:30,0.081159974,0.501341157,0.55982549,0.509930112,0.332778744,Normal
01/02/2024 1:00,0.429013995,0.624235619,0.235680046,0.448093668,0.312915965,Normal
01/02/2024 1:30,0.31081962,0.573520939,0.589676744,0.573987228,0.286243381,Normal
01/02/2024 2:00,0.262179667,0.572245317,0.397467617,0.34749434,0.259339607,Normal
01/02/2024 2:30,0.476946048,0.489982837,0.335034672,0.435663535,0.303092282,Normal
01/02/2024 3:00,0.546833254,0.363126301,0.33376894,0.438522598,0.423382254,Normal
01/02/2024 3:30,0.530213353,0.375882286,0.559795216,0.314250468,0.502526306,Normal
01/02/2024 4:00,0.235130413,0.621590346,0.463371152,0.412274948,0.484379728,Normal
01/02/2024 4:30,0.323464604,0.529005177,0.248896011,0.213715348,0.418886625,Normal
01/02/2024 5:00,0.430210572,0.507805225,0.566334458,0.692049829,0.418294414,Normal
01/02/2024 5:30,0.537590855,0.469506962,0.284513768,0.350186035,0.549564198,Normal
01/02/2024 6:00,0.295137627,0.485436897,0.51662956,0.65293214,0.511061278,Normal
01/02/2024 6:30,0.344056837,0.666891467,0.531131393,0.46721597,0.520620321,Normal
01/02/2024 7:00,0.190610838,0.481403425,0.62622716,0.530413401,0.500037084,Normal
01/02/2024 7:30,0.175632229,0.346420315,0.757920756,0.404005982,0.413379056,Normal
01/02/2024 8:00,0.51042097,0.626193375,0.295525881,0.487592194,0.402906862,Normal
01/02/2024 8:30,0.601040005,0.498898989,0.48836951,0.540685841,0.423276648,Normal
01/02/2024 9:00,0.362998313,0.530607228,0.455470432,0.542372943,0.46005153,Normal
01/02/2024 9:30,0.542255483,0.742134017,0.559825795,0.555596086,0.522975913,Normal
01/02/2024 10:00,0.435272671,0.523634574,0.527776232,0.418458345,0.524431776,Normal
01/02/2024 10:30,0.267480041,0.56520286,0.444270334,0.405018538,0.44674775,Normal
01/02/2024 11:00,0.435232601,0.368179986,0.431285386,0.271394634,0.487039145,Normal
01/02/2024 11:30,0.631339428,0.496913768,0.332005541,0.525417261,0.569661784,Normal
01/02/2024 12:00,0.369028993,0.608193437,0.641259074,0.592499309,0.620974949,Normal
01/02/2024 12:30,0.635773943,0.317659622,0.563566633,0.656515331,0.753311971,Normal
01/02/2024 13:00,0,0.553347648,0.630958024,0.49925837,0.606514605,Abnormal
01/02/2024 13:30,0.511983751,0.539920202,0.450464789,0.370692885,0.580901975,Normal
01/02/2024 14:00,0.389507845,0.531934699,0.399551443,0.259047406,0.588526132,Normal
01/02/2024 14:30,0.325165442,0.665582609,0.337610045,0.587615118,0.526090911,Normal
01/02/2024 15:00,0.390293463,0.571276149,0.548828335,0.247148792,0.513154864,Normal
01/02/2024 15:30,0.043738514,0.724754002,0.343271284,0.421784932,0.448806672,Normal
01/02/2024 16:00,0.338388019,0.393052171,0.767764005,0.435737042,0.420954114,Normal
01/02/2024 16:30,0.434518762,0.544635186,0.303907662,0.454314505,0.364348377,Normal
01/02/2024 17:00,0.621315674,0.53772945,0.536298745,0.466942211,0.436906172,Normal
01/02/2024 17:30,0.28862163,0.382897782,0.726348942,0.479220473,0.337064967,Normal
01/02/2024 18:00,0.240251066,0.654730515,0.584124469,0.172877338,0.406161312,Normal
01/02/2024 18:30,0.291373826,0.838369579,0.521898487,0.464405256,0.342713771,Normal
01/02/2024 19:00,0.52756702,0.524111593,0.353751068,0.195166174,0.382419669,Normal
01/02/2024 19:30,0.429791852,0.594168666,0.293013883,0.550490751,0.412510285,Normal
01/02/2024 20:00,0.286706633,0.537736387,0.609249108,0.396048969,0.382718653,Normal
01/02/2024 20:30,0.460544572,0.430629373,0.717427264,0.203868615,0.502592316,Normal
01/02/2024 21:00,0.391179592,0.282044225,0.43158698,0.364967357,0.517775202,Normal
01/02/2024 21:30,0.536440832,0.431677649,0.328682639,0.394255405,0.547088048,Normal
01/02/2024 22:00,0.257991151,0.339590284,0.134824171,0.605494502,0.442595706,Normal
01/02/2024 22:30,0.320389642,0.755087697,0.351946201,0.486237505,0.451732205,Normal
01/02/2024 23:00,0.309648641,0.510945894,0.479377949,0.503969845,0.471690987,Normal
01/02/2024 23:30,0.131080842,0.479970786,0.731091184,0.604357434,0.425590632,Normal
01/03/2024 0:00,0.42435338,0.645720036,0.595006098,0.451112624,0.39590633,Normal
01/03/2024 0:30,0.418509212,0.375852633,0.540917061,0.553126465,0.392661436,Normal
01/03/2024 1:00,0.375852243,0.423479177,0.437278859,0.544689396,0.418299765,Normal
01/03/2024 1:30,0.335902144,0.535529274,0.410378082,0.308310035,0.382452531,Normal
01/03/2024 2:00,0.139104876,0.664456667,0.702657656,0.639359936,0.309955697,Normal
01/03/2024 2:30,0.304892446,0.593720963,0.525582059,0.292254257,0.243362248,Normal
01/03/2024 3:00,0.317880914,0.559719565,0.187079191,0.572702913,0.260586578,Normal
01/03/2024 3:30,0.241287122,0.536877395,0.397096567,0.280644669,0.237836648,Normal
01/03/2024 4:00,0.348119048,0.580106282,0.369956194,0.534777006,0.248900759,Normal
01/03/2024 4:30,0.442341809,0.553456058,0.415801223,0.686019787,0.338419593,Normal
01/03/2024 5:00,0.689364317,0.388169533,0.578807523,0.437096076,0.414636892,Normal
01/03/2024 5:30,0.404096302,0.532577764,0.48029087,0.431892165,0.41049173,Normal
01/03/2024 6:00,0.417925065,0.382302708,0.484784884,0.53588111,0.422591898,Normal
01/03/2024 6:30,0.362592347,0.537275278,0.689111535,0.423129503,0.430268016,Normal
01/03/2024 7:00,0.055204797,0.461889941,0.393727991,0.680784782,0.406138305,Normal
01/03/2024 7:30,0.370581021,0.867183858,0.77004727,0.485704182,0.425030377,Normal
01/03/2024 8:00,0.385038368,0.521039936,0.397424594,0.424236455,0.4443449,Normal
01/03/2024 8:30,0.785540352,0.337942125,0.50918989,0.39782927,0.600872443,Abnormal
01/03/2024 9:00,0.342939839,0.508386593,0.454754977,0.350721737,0.599382899,Normal
01/03/2024 9:30,0.42525789,0.596092808,0.51421906,0.387335613,0.594469554,Normal
01/03/2024 10:00,0.369214705,0.75096258,0.5614192,0.420576922,0.502394341,Normal
01/03/2024 10:30,0.180220327,0.447288168,0.559838368,0.404145233,0.438007482,Normal
01/03/2024 11:00,0.565470469,0.31402889,0.385401688,0.383686109,0.480441625,Normal
01/03/2024 11:30,0.500322172,0.636014977,0.331055606,0.714443697,0.520052802,Normal
01/03/2024 12:00,0.506838658,0.341114775,0.863951781,0.339067117,0.649942961,Normal
01/03/2024 12:30,0.223435424,0.467860922,0.424953955,0.480238417,0.607623802,Normal
01/03/2024 13:00,0.608799052,0.491820665,0.598838677,0.533731379,0.671977504,Normal
01/03/2024 13:30,0.141358156,0.517048895,0.25981931,0.538240667,0.486710333,Normal
01/03/2024 14:00,0.472809516,0.618881069,0.454988775,0.45561594,0.524060927,Normal
01/03/2024 14:30,0.740075938,0.434648774,0.477387713,0.433770055,0.614602779,Normal
01/03/2024 15:00,0.209910612,0.489658836,0.565566914,0.516818872,0.56878683,Normal
01/03/2024 15:30,0.280617045,0.524478732,0.095984416,0.494621435,0.597660984,Normal
01/03/2024 16:00,0.391608561,0.546470182,0.520497485,0.431579862,0.547658199,Normal
01/03/2024 16:30,0.291087391,0.539522441,0.327113095,0.275269376,0.487482155,Normal
01/03/2024 17:00,0.116556095,0.584906675,0.54374759,0.406510472,0.375236665,Normal
01/03/2024 17:30,0.386427162,0.639638766,0.343780364,0.325096072,0.422113183,Normal
01/03/2024 18:00,0.197949381,0.579086113,0.37035789,0.382608271,0.30395258,Normal
01/03/2024 18:30,0.453932072,0.587265912,0.455868358,0.466632767,0.393849019,Normal
01/03/2024 19:00,0.221762628,0.314056375,0.341428935,0.505684352,0.321647789,Normal
01/03/2024 19:30,0.633322401,0.533134497,0.426195767,0.676246826,0.29094541,Normal
01/03/2024 20:00,0.244457785,0.590744699,0.320700518,0.39817468,0.300881197,Normal
01/03/2024 20:30,0.321323081,0.624219186,0.226675143,0.55557836,0.312588276,Normal
01/03/2024 21:00,0.510586203,0.433479003,0.645681958,0.499352833,0.346806314,Normal
01/03/2024 21:30,0.169855947,0.437949472,0.305611521,0.618127045,0.311940081,Normal
01/03/2024 22:00,0.412909989,0.4493484,0.469821899,0.531776803,0.397171632,Normal
01/03/2024 22:30,0.592857126,0.598381643,0.606727387,0.341660094,0.456541009,Normal
01/03/2024 23:00,0.107086128,0.665142716,0.405707874,0.255934214,0.430408685,Normal
01/03/2024 23:30,0.40577231,0.471711892,0.374813301,0.499988871,0.416557909,Normal
01/04/2024 0:00,0.418313799,0.648244173,0.529329518,0.399249052,0.47308614,Normal
01/04/2024 0:30,0.505303812,0.542965075,0.660374723,0.345039353,0.43626792,Normal
01/04/2024 1:00,0.168841548,0.509714445,0.324236493,0.310576471,0.414520646,Normal
01/04/2024 1:30,0.154923898,0.498025661,0.474015168,0.481959128,0.366664145,Normal
01/04/2024 2:00,0.461990261,0.626590557,0.241470648,0.643525768,0.352687924,Normal
01/04/2024 2:30,0.424497446,0.570087026,0.438295637,0.413618823,0.425922966,Normal
01/04/2024 3:00,0.416748808,0.831814097,0.501107944,0.533461364,0.427027013,Normal
01/04/2024 3:30,0.432741368,0.412023615,0.370483991,0.450378164,0.380977629,Normal
01/04/2024 4:00,0.261662546,0.59592411,0.428920822,0.307960613,0.425433896,Normal
01/04/2024 4:30,0.41370895,0.455374023,0.289125629,0.550801864,0.427716478,Normal
01/04/2024 5:00,0.423845412,0.409733815,0.507408774,0.331317459,0.429307373,Normal
01/04/2024 5:30,0.25594143,0.52493545,0.651227884,0.465241529,0.357590608,Normal
01/04/2024 6:00,0.685962419,0.544826815,0.33484293,0.421674999,0.506314869,Normal
01/04/2024 6:30,0.453972153,0.918018481,0.404572202,0.56978895,0.59232132,Normal
01/04/2024 7:00,0.176449417,0.50168111,0.569936261,0.335701266,0.510199609,Normal
01/04/2024 7:30,0.484425601,0.374721629,0.67421219,0.50953942,0.527434981,Normal
01/04/2024 8:00,0.212553055,0.563032417,0.276639308,0.361897013,0.468708164,Normal
01/04/2024 8:30,0.506180767,0.247973061,0.471276255,0.401330015,0.489829378,Normal
01/04/2024 9:00,0.568099263,0.51405306,0.537690576,0.026534242,0.577960754,Normal
01/04/2024 9:30,0.238219614,0.528544466,0.481082772,0.713634784,0.52748992,Normal
01/04/2024 10:00,0.535562688,0.633030778,0.132087355,0.528696975,0.559619873,Normal
01/04/2024 10:30,0.443796821,0.657055865,0.56972225,0.370588786,0.613647192,Normal
01/04/2024 11:00,0.512010027,0.458813806,0.719365559,0.327722739,0.563618384,Normal
01/04/2024 11:30,0.691132164,0.506181144,0.513225983,0.403184317,0.63182574,Normal
01/04/2024 12:00,0.334101981,0.423578916,0.344547966,0.548650596,0.677166708,Normal
01/04/2024 12:30,0.249377306,0.375005624,0.420671061,0.235654721,0.609566682,Normal
01/04/2024 13:00,0.226747595,0.567982331,0.756190763,0.445661199,0.61364904,Normal
01/04/2024 13:30,0.239031619,0.355476152,0.629810891,0.67506982,0.536816791,Normal
01/04/2024 14:00,0.362149715,0.470750094,0.590140623,0.326608145,0.477585582,Normal
01/04/2024 14:30,0.431858662,0.392839535,0.548460195,0.472290739,0.533276284,Normal
01/04/2024 15:00,0.421115133,0.600162408,0.398919266,0.726976729,0.500361102,Normal
01/04/2024 15:30,0.512863875,0.76814931,0.466604862,0.538485841,0.520224826,Normal
01/04/2024 16:00,0.377166982,0.35171817,0.484629497,0.477753999,0.481443889,Normal
01/04/2024 16:30,0.61725568,0.27771511,0.57684759,0.523427862,0.460196969,Normal
01/04/2024 17:00,0.330890528,0.509633775,0.717834591,0.414555426,0.459273353,Normal
01/04/2024 17:30,0.828361528,0.528500516,0.660434142,0.618562968,0.62578955,Abnormal
01/04/2024 18:00,0.479277891,0.555738351,0.28748589,0.414739616,0.698417409,Normal
01/04/2024 18:30,0.232140407,0.466496749,0.528999865,0.227605173,0.696435492,Normal
01/04/2024 19:00,0.196517917,0.499467652,0.604357226,0.415702601,0.648799691,Normal
